entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda
17606,Yq3SEOW2m4WY,Yes,No,popular,True,0.25
7254,Ya_Rjlu50TfA,Yes,No,popular,True,0.25
4691,YHeEa1GZpUGI,Yes,Yes,random,True,0.25
10125,YQ3vkJMVMbC8,No,Yes,random,True,0.25
22958,Y0Dt-pH0pW-Y,Yes,No,adversarial,True,0.25
15993,Y4abZbau8tZo,Yes,Yes,adversarial,True,0.25
15127,YaMhu5eMQAsI,No,Yes,adversarial,True,0.25
26071,YhqPBcvex1VU,No,No,adversarial,True,0.25
22481,Yne2DpKCIr4Y,No,Yes,adversarial,True,0.25
13367,YB-gTt3_rceQ,No,Yes,popular,True,0.25
2989,Yu9px4Lwv9XI,No,No,popular,True,0.25
13587,YMdlEswBfZMQ,Yes,No,adversarial,True,0.25
25683,Y7JWHbs3gu1w,No,Yes,adversarial,True,0.25
13911,Yb1PXsfgQw5w,No,No,popular,True,0.25
12278,YdZDgJzGtLLU,Yes,Yes,random,True,0.25
1631,YrJVXE6Axtrg,Yes,Yes,adversarial,True,0.25
23605,YBn4lc01q9vE,No,No,random,True,0.25
8436,YL_CNz9Vrtkw,Yes,Yes,adversarial,True,0.25
11840,Y473wBEwC35M,No,Yes,adversarial,True,0.25
25348,YWUpeplQr3A4,No,Yes,adversarial,True,0.25
12145,Y7XXSOzDQ2z0,No,No,random,True,0.25
7131,YFDwK7T1JO_0,Yes,No,adversarial,True,0.25
16640,YIFRmbxWK8u0,Yes,Yes,random,True,0.25
20454,Y0qbHT34qTZE,No,Yes,random,True,0.25
25596,Yq1ivQ_2fddk,No,No,random,True,0.25
13545,YBA-lFjpzad4,No,Yes,popular,True,0.25
18450,Y_z-bidQYVao,No,No,random,True,0.25
21304,YU5ij0M7T-hk,Yes,Yes,random,True,0.25
4080,YZYWCwfCkBp4,Yes,Yes,random,True,0.25
24964,YpTJKJxaheI8,Yes,Yes,adversarial,True,0.25
16509,YhDMHIDJdfDA,No,No,popular,True,0.25
16291,YpWQeV08kYR0,Yes,Yes,adversarial,True,0.25
22653,YVMsbrcHPBfk,No,Yes,adversarial,True,0.25
14527,YC5kmOK_l4jc,Yes,Yes,adversarial,True,0.25
22427,YCBwXKOpJY_o,Yes,Yes,random,True,0.25
9779,Y9BukzlPNqC8,No,No,random,True,0.25
30629,Y2ABngPM3raQ,Yes,No,adversarial,True,0.25
8219,YBXxlqaDvdaA,No,Yes,adversarial,True,0.25
5281,Y1GgEpRZDWN0,No,Yes,adversarial,True,0.25
151,YVjSEIRnLAh8,Yes,Yes,random,True,0.25
30109,Y30D1tqNFHMc,Yes,Yes,random,True,0.25
5612,Y6OlHuvJR_Dk,No,No,random,True,0.25
29774,YAUJPx81qKtY,Yes,No,adversarial,True,0.25
29495,YJdFmMw0zyKA,No,No,popular,True,0.25
13586,YC8kR19NvynA,Yes,Yes,popular,True,0.25
2453,Yific_gRalg0,No,No,random,True,0.25
22150,YL6rnV0oNIII,Yes,Yes,popular,True,0.25
18673,Yvsy1IpYmrSY,No,No,random,True,0.25
15019,YLVvS3s9dFKw,No,Yes,random,True,0.25
5546,YLKhokVsJhN0,No,Yes,adversarial,True,0.25
10446,YNDaVSIJaXVs,No,No,popular,True,0.25
6147,YyhDw7PZje3g,No,No,random,True,0.25
20941,Y9b6RqajfAmw,No,No,popular,True,0.25
23754,Y22L_3pBa1AI,No,Yes,random,True,0.25
9911,Yir1XTdyt4IY,Yes,No,popular,True,0.25
30005,YndxkSQKxaak,No,Yes,popular,True,0.25
19233,Y1QNLMF-Kl_s,Yes,Yes,popular,True,0.25
27503,Y6ukYSXzfEgQ,Yes,Yes,random,True,0.25
2572,YAbplcXwXnvE,Yes,Yes,random,True,0.25
13023,YMdlEswBfZMQ,Yes,Yes,random,True,0.25
25791,YFi4-IqJo2xQ,No,Yes,popular,True,0.25
9356,Y1slvoNgzBLE,Yes,No,popular,True,0.25
12716,Y8DLcBdC5UrE,Yes,Yes,random,True,0.25
3822,YdYvL6uEMl6E,No,Yes,adversarial,True,0.25
25304,Yj_NSuPnx5LA,Yes,Yes,random,True,0.25
1817,Y_ezm-TpKj1w,Yes,No,popular,True,0.25
4061,YPMMkPq5jJXY,Yes,No,popular,True,0.25
11242,YkgjNIDmO8a8,Yes,Yes,random,True,0.25
1035,YArHiac57pVk,Yes,Yes,popular,True,0.25
151,YVjSEIRnLAh8,Yes,Yes,popular,True,0.25
27181,Yorgwzt45ojE,Yes,No,adversarial,True,0.25
13442,YPYP-r0nvbFk,Yes,Yes,random,True,0.25
927,Y9ZZHvwaH-CU,Yes,Yes,popular,True,0.25
11622,Y3xDZ-kdGE3o,Yes,Yes,adversarial,True,0.25
12297,Y_GI7meqlYZk,No,Yes,adversarial,True,0.25
2606,Yific_gRalg0,No,No,adversarial,True,0.25
18713,YatmDP_fmK_8,No,Yes,popular,True,0.25
14492,YdJYO3RbBabE,Yes,Yes,random,True,0.25
402,Y_xylo5_IiaM,No,No,random,True,0.25
23196,YHxZADVzNIqs,No,Yes,random,True,0.25
28066,YmW1EpJYcy_E,Yes,Yes,random,True,0.25
18190,YtmLAXm1WlnE,Yes,Yes,random,True,0.25
18751,Ye6jSpvTvfJ0,Yes,Yes,popular,True,0.25
18729,Y5YzNSjmZ3Wg,No,No,random,True,0.25
7748,Y6cS0FsUM-cQ,Yes,No,popular,True,0.25
15475,Y4abZbau8tZo,Yes,No,random,True,0.25
9292,Y3ghVB-KaU_E,Yes,Yes,random,True,0.25
7340,YOmmPaIAXN0s,No,No,random,True,0.25
19728,YkagkXkAVPNo,No,Yes,adversarial,True,0.25
5733,Y_duNX6Vyd6g,Yes,Yes,adversarial,True,0.25
27135,YTSdAJWJ-tW0,Yes,Yes,random,True,0.25
27651,Yv59uHr-B1no,No,Yes,adversarial,True,0.25
11750,Yy1a8PntuXYw,No,Yes,adversarial,True,0.25
14320,YVOXl8iR-HnI,Yes,Yes,random,True,0.25
4397,YTQr9v-PQOc4,Yes,Yes,adversarial,True,0.25
13671,YpPLisQ_QXxw,Yes,Yes,adversarial,True,0.25
23681,Y7MLERaOgK_Y,No,No,adversarial,True,0.25
19384,YSZ6CcXINiiE,Yes,No,popular,True,0.25
22635,Y1ed87LLY97k,No,No,popular,True,0.25
6434,Y0Rpjl1AO-P0,Yes,Yes,random,True,0.25
11093,YxQDq3A4Zfbo,No,Yes,adversarial,True,0.25
11409,YeUecAF626A8,No,Yes,popular,True,0.25
16332,YhDMHIDJdfDA,No,No,adversarial,True,0.25
20067,Y404cD3bVXDc,No,Yes,random,True,0.25
30194,YSQHYl2Kp5ww,No,Yes,popular,True,0.25
3138,YDt53UZgyznE,No,Yes,adversarial,True,0.25
3465,YF7QtqKtllK0,Yes,No,popular,True,0.25
15101,Y0_ogYGDGDco,Yes,Yes,random,True,0.25
6221,YKtinboYbmHQ,Yes,No,adversarial,True,0.25
4079,YNJEPbGVBJIQ,No,No,random,True,0.25
2889,Y3wV3ST-c4PE,No,No,popular,True,0.25
13419,Y_C2HinL8VlM,No,No,popular,True,0.25
26899,YmSF_FqBtRPs,No,No,random,True,0.25
4635,Y7P6lcyeDKNI,Yes,Yes,adversarial,True,0.25
27120,YrvtA7c1I4xo,Yes,Yes,adversarial,True,0.25
1465,YdlsiellSFf0,No,No,popular,True,0.25
25051,YObWjGBJF_94,Yes,Yes,random,True,0.25
17622,YBGEMgl1xjac,No,No,adversarial,True,0.25
26434,Y6pssFJ0m-kU,Yes,Yes,random,True,0.25
12014,YvEWmHtiznF8,No,Yes,adversarial,True,0.25
19857,YP12nvSpKXcs,No,No,random,True,0.25
16710,YkHIe4CfaccQ,Yes,Yes,random,True,0.25
2531,YpaetCbEqp2w,Yes,No,adversarial,True,0.25
29109,Y-mhFGevxLUg,No,No,popular,True,0.25
22628,YLvhvAA11oxE,No,Yes,random,True,0.25
22878,Y67BsqRkh-dU,No,Yes,adversarial,True,0.25
21723,YDn3buZWMzwY,No,Yes,adversarial,True,0.25
23350,YCMUuelJFJ7Q,Yes,Yes,adversarial,True,0.25
21451,Yt4prXmPwthg,No,No,popular,True,0.25
8532,Y4xrL4TSgHwU,Yes,No,adversarial,True,0.25
24964,Y3Sml1wHcuxo,No,No,popular,True,0.25
30069,YniwgMbB6tpQ,No,No,popular,True,0.25
17920,Yc0IggDOisOo,No,Yes,popular,True,0.25
12169,YtaYKM1OSTwE,No,No,adversarial,True,0.25
27410,YXi6V0LGvqoo,No,Yes,random,True,0.25
21314,Y3XuyGJqaXv8,No,Yes,adversarial,True,0.25
27685,Yc6YJgZ3qzOw,No,Yes,adversarial,True,0.25
26022,YBrPFQDr99Gg,Yes,Yes,random,True,0.25
22673,YCMUuelJFJ7Q,Yes,Yes,random,True,0.25
18368,YZ3wDry8nnJs,Yes,Yes,random,True,0.25
21936,YsI7_ycEYzAY,No,No,adversarial,True,0.25
20691,YT9_ep-3BZDY,Yes,Yes,random,True,0.25
9798,Y3ghVB-KaU_E,Yes,Yes,popular,True,0.25
19747,YnaPgJvWTIY4,No,No,random,True,0.25
7856,Y1PvMtRIlZNI,Yes,Yes,random,True,0.25
10274,YAagLJkfrFMk,Yes,No,popular,True,0.25
29362,Y4bUL_ttiOdw,Yes,No,popular,True,0.25
1810,Yq46VXJ6JN9M,No,No,adversarial,True,0.25
4096,YAtkD-3GjXMw,No,No,popular,True,0.25
28296,Y0AsXkZkqelg,No,No,adversarial,True,0.25
25387,YZTYAQBnU4GM,No,Yes,random,True,0.25
3773,YNeWW30WZjPc,Yes,No,popular,True,0.25
18894,YeJCaRgf1M20,Yes,No,popular,True,0.25
18094,Y5xC4hkAWiao,No,Yes,adversarial,True,0.25
29581,Y6dLkgq9EKPE,No,No,adversarial,True,0.25
25973,YBwnGxJD9xh8,Yes,No,popular,True,0.25
1840,Y31WGUPOYS5g,No,No,random,True,0.25
14188,Y-aYumc8KoXg,No,Yes,random,True,0.25
2013,YS0YE96w0YRk,No,No,random,True,0.25
17787,YynHdcJ9Oqaw,No,No,adversarial,True,0.25
12505,YcFHFVGOtp6g,Yes,No,popular,True,0.25
219,YYNDKuNINDOY,Yes,Yes,popular,True,0.25
25098,YNtQiduPRiRg,No,Yes,random,True,0.25
30037,Yii3Geza3hAU,Yes,Yes,popular,True,0.25
8682,YITlqMkR5alY,No,Yes,popular,True,0.25
13966,YMjSegUnQXr4,No,Yes,random,True,0.25
10290,YA2mcp0N__7U,No,No,popular,True,0.25
2927,YWWkhzcmx3VE,Yes,Yes,adversarial,True,0.25
512,Yu84FiZ_omhA,Yes,Yes,popular,True,0.25
24119,Y9hxFqltp3xw,Yes,No,popular,True,0.25
25506,Yy-RSojxgkDo,Yes,No,popular,True,0.25
21158,YsqWyxUObwkw,No,Yes,random,True,0.25
21940,YDn3buZWMzwY,No,Yes,popular,True,0.25
5431,YrgrmLLhxoCQ,No,No,popular,True,0.25
31166,Y-JP1GqPEKtw,Yes,No,popular,True,0.25
11972,YptIksg9KEac,Yes,Yes,random,True,0.25
2687,Y3wV3ST-c4PE,No,Yes,random,True,0.25
18290,YWCYfCfW9NA0,Yes,Yes,random,True,0.25
14760,YBLMWD6fxhpo,Yes,Yes,random,True,0.25
537,Ykx6Rj4MDIAw,No,No,popular,True,0.25
28916,Yii3Geza3hAU,Yes,Yes,random,True,0.25
24073,Y8nUqSYC66mI,No,No,random,True,0.25
20669,YC9NC7wJ7C3w,No,No,random,True,0.25
28466,YlrKGCtSsAkA,Yes,Yes,random,True,0.25
17330,YIFRmbxWK8u0,Yes,No,popular,True,0.25
12157,Ytpm5IOD5d4o,Yes,No,popular,True,0.25
29213,YDAN1t9ukkg0,Yes,No,popular,True,0.25
15503,YvruDH_YLaPI,No,Yes,adversarial,True,0.25
11583,YfYTZVxQ8LJk,Yes,No,adversarial,True,0.25
27922,YxnVqvc7N7Po,Yes,Yes,random,True,0.25
22374,YmJ6ZO3xEcgw,Yes,Yes,random,True,0.25
28911,YDAN1t9ukkg0,Yes,Yes,adversarial,True,0.25
2289,Ybgbnu5YKTDg,Yes,Yes,popular,True,0.25
3703,Y7cHRSfbp7tc,No,No,popular,True,0.25
20343,YPvWI4p74UOs,No,Yes,popular,True,0.25
22250,Y6aWnK1GyeJY,No,Yes,adversarial,True,0.25
11609,YPuLuZ_TXv-0,No,Yes,adversarial,True,0.25
3232,YF7QtqKtllK0,Yes,Yes,random,True,0.25
14063,YgwQMkQmBITE,Yes,Yes,adversarial,True,0.25
13922,Y13CBvjHZhOA,Yes,Yes,adversarial,True,0.25
26602,Ym8wV38lf2jg,No,No,popular,True,0.25
28839,YGGgQR7aIofY,Yes,Yes,random,True,0.25
4155,YzoxFl3pddMg,No,No,popular,True,0.25
6395,Ybpv_LneHmfU,No,Yes,random,True,0.25
6923,YuJzAf4PaExI,No,Yes,random,True,0.25
27811,YHg6HxylRGDo,No,No,random,True,0.25
10322,Y9BukzlPNqC8,No,No,popular,True,0.25
10346,Ygr5Zss89yLQ,Yes,Yes,adversarial,True,0.25
9777,YxIztYnMIWUA,No,No,popular,True,0.25
15411,Yrp3CQsWxVgE,No,No,adversarial,True,0.25
8843,YelztUCeNQvQ,No,Yes,adversarial,True,0.25
28206,Y9PN4gyxpH2M,Yes,Yes,random,True,0.25
13339,YrPkCYq4Zjwk,No,Yes,adversarial,True,0.25
21580,YC9NC7wJ7C3w,No,No,popular,True,0.25
6239,YWmDe2xbnSY4,Yes,Yes,popular,True,0.25
23805,Y3ndid3jni7M,No,Yes,popular,True,0.25
8778,Y-nQHwrRLfc0,Yes,Yes,random,True,0.25
5716,Y9BGLAUSF0sk,No,Yes,adversarial,True,0.25
17559,YNwoBDrTlbTI,No,No,popular,True,0.25
27663,Y350OCezayrk,No,No,popular,True,0.25
30514,Ylq9RvAA4mqY,No,Yes,adversarial,True,0.25
6785,Ybpv_LneHmfU,No,No,popular,True,0.25
5050,YjjfUaMQaG1A,No,No,popular,True,0.25
787,YMe4npKmtchA,Yes,Yes,popular,True,0.25
22304,Y2ceUOv8A3FE,Yes,No,adversarial,True,0.25
10106,Y7-HCqJFwHoI,Yes,Yes,adversarial,True,0.25
21049,YyLu4b01t53k,Yes,Yes,random,True,0.25
7284,YuJzAf4PaExI,No,Yes,adversarial,True,0.25
6896,Y6NBPiArs2-w,Yes,Yes,random,True,0.25
9071,Yktc_tJxw8sc,No,Yes,popular,True,0.25
7079,Ynq0BF9zGkzg,No,Yes,random,True,0.25
21255,Y466ucPGoNSQ,Yes,Yes,popular,True,0.25
11119,YPuLuZ_TXv-0,No,Yes,random,True,0.25
19023,YwFiCblfZ-vg,Yes,Yes,random,True,0.25
18145,YTd2EEDdFlRY,No,Yes,adversarial,True,0.25
1497,YCefFMA3klxk,No,Yes,adversarial,True,0.25
24872,Ye2rScj9UyMs,Yes,No,adversarial,True,0.25
105,YYQSuFyFm3Lc,No,Yes,random,True,0.25
14294,YZsTZ7jqbd9M,No,Yes,adversarial,True,0.25
840,Y9ZZHvwaH-CU,Yes,Yes,random,True,0.25
17383,YKVbmN9ZRg5Q,Yes,Yes,random,True,0.25
11765,YkgjNIDmO8a8,Yes,Yes,adversarial,True,0.25
29752,YniwgMbB6tpQ,No,No,adversarial,True,0.25
5297,YLKhokVsJhN0,No,No,random,True,0.25
21321,Ym_U506sf9p4,Yes,Yes,adversarial,True,0.25
10939,YTwR8BA6buMI,No,No,popular,True,0.25
24475,YEcihYbSlyck,No,Yes,popular,True,0.25
26962,YtdpiXW68adA,No,No,popular,True,0.25
29131,Yz1ax0QPpd14,Yes,No,adversarial,True,0.25
23262,YA0E_UiD-fR4,No,Yes,adversarial,True,0.25
28883,YndxkSQKxaak,No,Yes,random,True,0.25
28500,YcFoXRmGgIME,Yes,Yes,adversarial,True,0.25
15500,YUV1kdjwpy6U,No,No,popular,True,0.25
4795,Y52IxrdTxGs4,No,Yes,random,True,0.25
30955,YeXj9OAik5cc,Yes,Yes,adversarial,True,0.25
9734,YwoadpeAGHUQ,Yes,Yes,popular,True,0.25
9468,YJfaj4P3us9M,No,Yes,adversarial,True,0.25
12801,YdZDgJzGtLLU,Yes,Yes,adversarial,True,0.25
9815,Y2ItTq2JShdU,No,Yes,popular,True,0.25
18531,Y7XUt6sQS7nM,No,Yes,random,True,0.25
30957,Y2ABngPM3raQ,Yes,Yes,popular,True,0.25
16532,YQv1HXaT-28U,Yes,Yes,popular,True,0.25
178,YDlWd7Wmdi1E,No,Yes,popular,True,0.25
2794,YAbplcXwXnvE,Yes,No,popular,True,0.25
27624,Yp_BB_rJaF7Q,Yes,Yes,popular,True,0.25
23366,YVkbp8VmL3pM,No,No,popular,True,0.25
28711,Y1vCYiVvZ7VE,Yes,Yes,random,True,0.25
2852,Y3wV3ST-c4PE,No,No,adversarial,True,0.25
16976,YdYZSKX7vuRI,Yes,Yes,random,True,0.25
9442,YWU3qB7gf6ao,No,Yes,random,True,0.25
20278,YAgh2EKINlSw,No,Yes,adversarial,True,0.25
3587,Y41D0yXSBqfI,Yes,No,adversarial,True,0.25
13868,YWqXFAY4k79s,No,No,adversarial,True,0.25
15938,YinQOrxc_oZo,Yes,Yes,adversarial,True,0.25
30517,YE9zN3-C64KE,Yes,Yes,popular,True,0.25
23925,Y7MLERaOgK_Y,No,No,popular,True,0.25
12868,YlHh0SwUhP8U,Yes,No,popular,True,0.25
25789,YENTi8Sn4vdM,Yes,No,adversarial,True,0.25
1543,YCefFMA3klxk,No,No,popular,True,0.25
2074,YS0YE96w0YRk,No,No,adversarial,True,0.25
636,Y14ekd4nkpwc,Yes,No,popular,True,0.25
3447,Y7cHRSfbp7tc,No,No,random,True,0.25
1960,Y_AcJVyToQUQ,Yes,Yes,adversarial,True,0.25
28245,YTSdAJWJ-tW0,Yes,Yes,popular,True,0.25
20938,YWUyeFOyKIg0,Yes,Yes,adversarial,True,0.25
26339,YI_8KqxP5xOA,No,Yes,random,True,0.25
8981,YIJ6pm5Kns8A,No,Yes,random,True,0.25
15911,Yoklu5ZJD_2U,No,Yes,adversarial,True,0.25
2147,Ybgbnu5YKTDg,Yes,Yes,random,True,0.25
5459,YVeCSHwtkBZU,Yes,No,popular,True,0.25
7685,Yjf4iyQPJSvk,Yes,Yes,random,True,0.25
6484,Y_YS5uKWoB6g,Yes,Yes,popular,True,0.25
21245,Y-R69Fa-mCaY,Yes,Yes,adversarial,True,0.25
27577,YXQxIXaX_7M0,Yes,No,adversarial,True,0.25
23098,YmJ6ZO3xEcgw,Yes,Yes,adversarial,True,0.25
21384,YCbe2B6ohBpw,No,No,random,True,0.25
14982,YrtgVoZCcBw8,No,No,popular,True,0.25
5710,YYqYCDis3EUA,No,No,popular,True,0.25
9812,YbIiiIo20PsY,Yes,No,random,True,0.25
29902,Y6dLkgq9EKPE,No,No,popular,True,0.25
24928,YDNtF_mGzQes,Yes,Yes,adversarial,True,0.25
5484,YXplKBvZaHXA,Yes,Yes,popular,True,0.25
22241,YLBe33dw9ezg,No,No,random,True,0.25
21223,YsI7_ycEYzAY,No,Yes,random,True,0.25
18823,YbQNX7vDalQw,No,No,popular,True,0.25
27234,YtwFypUcdgRc,No,Yes,adversarial,True,0.25
25894,Y8GHLfJ6y6zA,Yes,No,adversarial,True,0.25
7934,Y3VHpLxtd498,Yes,Yes,popular,True,0.25
18564,YS_3aeOvniZc,No,Yes,random,True,0.25
12796,YCfxWJ1Qoufg,Yes,Yes,random,True,0.25
5877,YAgaiowyYt88,No,No,popular,True,0.25
17107,YFhimNYClv40,No,Yes,adversarial,True,0.25
30284,YTWOgvDaDqlU,No,No,adversarial,True,0.25
14177,YCxaPpRJRkn0,No,No,popular,True,0.25
3024,Y-NsC63dA01g,No,Yes,random,True,0.25
6849,YFKaJsvcyHTk,No,Yes,popular,True,0.25
13135,YrN2rpLV3brs,No,No,adversarial,True,0.25
22028,YtTB0BK39JI8,Yes,Yes,popular,True,0.25
17007,YwBs02amFGXs,Yes,Yes,popular,True,0.25
25740,YHdPSebdDxe4,No,No,random,True,0.25
25001,YSoO1HhaEc9Q,No,Yes,adversarial,True,0.25
28630,YggN4-K5AgoM,Yes,Yes,adversarial,True,0.25
2906,YL2dyilgQ8iM,No,No,adversarial,True,0.25
17726,Yek9Fsmm3xqk,No,No,popular,True,0.25
19877,YxpZna_FwDhI,Yes,Yes,random,True,0.25
26101,Y8ZH_PoK0clI,Yes,No,random,True,0.25
21951,YoZaEHkfh5Eg,Yes,Yes,random,True,0.25
3310,YUmNrhFKpWIY,Yes,Yes,adversarial,True,0.25
7904,YRtenf2XSXRc,Yes,Yes,adversarial,True,0.25
23104,Y67BsqRkh-dU,No,No,popular,True,0.25
9589,YE3Q1jfTeuWs,No,No,adversarial,True,0.25
27066,YMkbP_8zJwXU,No,No,popular,True,0.25
16905,YKOBkbROPv4c,No,No,popular,True,0.25
26672,Yq1ivQ_2fddk,No,Yes,popular,True,0.25
17974,YynHdcJ9Oqaw,No,No,popular,True,0.25
6708,Ybpv_LneHmfU,No,Yes,adversarial,True,0.25
3227,YUCy1BEx8jBE,No,No,random,True,0.25
6012,YbygBWUkpaC8,Yes,No,popular,True,0.25
6160,Yjlwe9jtu5Gw,Yes,Yes,random,True,0.25
9738,YawxrHOpt-sE,Yes,No,adversarial,True,0.25
28378,YJdFmMw0zyKA,No,Yes,random,True,0.25
6864,Yg5l3Bz6lWnc,Yes,Yes,adversarial,True,0.25
25925,Yi6MQCm58zlY,Yes,Yes,random,True,0.25
802,YgbtcDoh0q3c,No,No,adversarial,True,0.25
28367,YDjKGzOe_COc,Yes,Yes,popular,True,0.25
25563,YIKnx3hJv1bs,Yes,No,adversarial,True,0.25
9540,YARFFw0e_jig,Yes,Yes,random,True,0.25
24642,YQoEal_hKz4Q,No,Yes,random,True,0.25
9608,Y-NrFeH-kBSM,Yes,Yes,popular,True,0.25
14425,YQOmV7O9mFwg,Yes,Yes,popular,True,0.25
5927,YbygBWUkpaC8,Yes,No,adversarial,True,0.25
24967,YiOCpICiu4LA,No,No,random,True,0.25
3518,YGSHcgY6ATkQ,Yes,Yes,popular,True,0.25
10861,YOr7umk40TZA,No,Yes,adversarial,True,0.25
16769,YlTJLvSvjUZk,No,No,random,True,0.25
30715,Y7upINC4seBw,No,Yes,popular,True,0.25
358,YLbken4JCr94,Yes,Yes,random,True,0.25
8232,Y1PvMtRIlZNI,Yes,No,adversarial,True,0.25
19925,YkagkXkAVPNo,No,No,popular,True,0.25
15611,YZNEZLlDVgrE,Yes,Yes,random,True,0.25
3210,YOMGHnJV0l2U,Yes,No,popular,True,0.25
25784,YnmLMLgWPmFM,No,Yes,random,True,0.25
4193,Y9ucb5HYO8ps,Yes,Yes,adversarial,True,0.25
11919,YMj_BO-iK1G4,No,Yes,random,True,0.25
27717,Y4CAMv5nlr-0,No,Yes,random,True,0.25
16789,YI_vN_BFUr0Y,No,Yes,adversarial,True,0.25
8363,YU90e2P9jy30,Yes,Yes,random,True,0.25
455,YsVYTOURVsQ0,Yes,No,popular,True,0.25
13331,Y8BPTQO_cx7E,No,Yes,popular,True,0.25
17228,YkHIe4CfaccQ,Yes,No,adversarial,True,0.25
23717,YnuZEAuAl8hQ,Yes,No,adversarial,True,0.25
9493,Y-NrFeH-kBSM,Yes,Yes,adversarial,True,0.25
1437,YdlsiellSFf0,No,Yes,adversarial,True,0.25
16101,YPTyFYxXdut4,No,Yes,random,True,0.25
1050,YqZEIs6tS5vk,No,Yes,adversarial,True,0.25
12903,YtIM-H2rdq8U,No,Yes,random,True,0.25
29269,YrINmxSXMR-s,Yes,Yes,random,True,0.25
3255,YhJtOGmN_KVw,No,No,adversarial,True,0.25
14347,YPVvi2SDOjVc,Yes,No,adversarial,True,0.25
6000,YH7rd9bZtbgc,No,No,adversarial,True,0.25
1006,Ypaf0nyjg1Js,Yes,Yes,random,True,0.25
23093,Yn4VktYihtJU,Yes,No,random,True,0.25
26540,YHdPSebdDxe4,No,No,adversarial,True,0.25
8199,Y5eSRL3PRHzo,Yes,No,popular,True,0.25
3392,YKvrcRMfFzOE,Yes,Yes,random,True,0.25
17765,YbIV3bJZpkgA,Yes,Yes,adversarial,True,0.25
12182,YTtRtURWVYBE,Yes,Yes,random,True,0.25
25008,YG3YO2unWz7k,Yes,Yes,popular,True,0.25
18697,Y1_z6NcidGzM,Yes,Yes,popular,True,0.25
11882,YP4qd8uodw_M,Yes,No,random,True,0.25
19170,YSZ6CcXINiiE,Yes,Yes,adversarial,True,0.25
15054,YVOXl8iR-HnI,Yes,No,popular,True,0.25
3089,YhJtOGmN_KVw,No,No,random,True,0.25
16948,Y7WkB6pflr6o,Yes,Yes,adversarial,True,0.25
2098,YyVVLq4ao1Ck,Yes,No,popular,True,0.25
19868,YsbW7XwwUtSU,No,No,popular,True,0.25
1925,Y5QZ0NtdoKJ8,No,No,adversarial,True,0.25
7248,Y3wrdPAeqjVI,No,Yes,random,True,0.25
4363,Y9XqkKuTqEOM,No,No,popular,True,0.25
11880,YkgjNIDmO8a8,Yes,Yes,popular,True,0.25
7159,Y6eX6bJOFftA,Yes,Yes,popular,True,0.25
7408,Y59VP93Tzjmg,No,Yes,random,True,0.25
28923,YggN4-K5AgoM,Yes,No,popular,True,0.25
6017,YO90Qy2xG6oA,Yes,Yes,adversarial,True,0.25
4908,YCh0LMmhBUg4,No,Yes,popular,True,0.25
10130,Yo_3MDLl_aH0,Yes,Yes,random,True,0.25
7724,Y5eSRL3PRHzo,Yes,Yes,random,True,0.25
7607,YB8rdur4aams,Yes,Yes,adversarial,True,0.25
7950,YilspW7JRjAg,Yes,Yes,random,True,0.25
19167,YnLZeG9LaLgw,Yes,Yes,popular,True,0.25
10735,YdmUOSyPXkUw,Yes,Yes,random,True,0.25
19975,Y5t6tSW0yT40,Yes,Yes,adversarial,True,0.25
18852,YSePTNAN7s-w,Yes,Yes,popular,True,0.25
21305,YFf8bCCJfVX4,No,Yes,popular,True,0.25
24938,YSNy_axSCoyw,Yes,Yes,popular,True,0.25
7225,YXrJcmftCY04,No,No,popular,True,0.25
1040,YBZCEDkx37rI,No,Yes,random,True,0.25
22392,Y5ORpSk5CIWc,No,Yes,adversarial,True,0.25
24761,YG3YO2unWz7k,Yes,Yes,adversarial,True,0.25
13303,Y_C2HinL8VlM,No,Yes,adversarial,True,0.25
6083,YH7rd9bZtbgc,No,No,popular,True,0.25
16189,YKOBkbROPv4c,No,No,random,True,0.25
11645,YyVjivgsU2aA,No,No,popular,True,0.25
22715,YZ7yDwpdGelM,No,Yes,adversarial,True,0.25
11381,Yr2djvq1vc68,Yes,Yes,random,True,0.25
26819,Y_z6pymOet7g,Yes,Yes,popular,True,0.25
14790,YIhvXtS9-IxM,Yes,Yes,random,True,0.25
356,YyL3gKa6YLoM,No,No,popular,True,0.25
5357,YrgrmLLhxoCQ,No,No,adversarial,True,0.25
14735,Y-aYumc8KoXg,No,No,adversarial,True,0.25
31242,Y30D1tqNFHMc,Yes,No,popular,True,0.25
22813,Y0yETgW44MZU,Yes,Yes,adversarial,True,0.25
30790,YF-47fRplQEc,No,Yes,popular,True,0.25
28620,Y6ukYSXzfEgQ,Yes,No,popular,True,0.25
24211,YSoO1HhaEc9Q,No,Yes,random,True,0.25
11373,YMTaLknnq4wc,Yes,No,adversarial,True,0.25
23149,Y0_K6OKtoBBU,No,Yes,random,True,0.25
19397,Y096oTVzc5Gs,Yes,Yes,random,True,0.25
9453,Y63KW_EQ72yU,Yes,No,adversarial,True,0.25
9697,YE3Q1jfTeuWs,No,Yes,popular,True,0.25
27105,YBrPFQDr99Gg,Yes,Yes,popular,True,0.25
18361,YDc2WEiRk0rA,Yes,Yes,adversarial,True,0.25
29618,YEY4p0_NJVQs,No,Yes,popular,True,0.25
1392,Y0jGH7A_hpBM,Yes,Yes,random,True,0.25
